nL,nR,nB,N,rL,rR,gL,gR,initial_visit,first_visit,after_first_visit,μL,μR,t,act
17.0,14.0,7.0,38.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.42105263,0.5,1.0,1
19.0,14.0,7.0,40.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.47619048,0.5,2.0,1
22.0,14.0,7.0,43.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.45833334,0.5,3.0,1
25.0,14.0,7.0,46.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5185185,0.5,4.0,1
29.0,14.0,7.0,50.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.516129,0.5,5.0,1
34.0,14.0,7.0,55.0,19.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5555556,0.5,6.0,1
35.0,14.0,7.0,56.0,20.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5675676,0.5,7.0,1
38.0,14.0,7.0,59.0,20.0,0.0,1.0,0.0,0.0,1.0,0.0,0.525,0.5,8.0,1
41.0,14.0,7.0,62.0,20.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4883721,0.5,9.0,1
45.0,14.0,7.0,66.0,22.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4893617,0.5,10.0,1
48.0,14.0,7.0,69.0,23.0,0.0,1.0,0.0,0.0,1.0,0.0,0.48,0.5,11.0,1
52.0,14.0,7.0,73.0,25.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4814815,0.5,12.0,1
53.0,14.0,7.0,74.0,25.0,0.0,1.0,0.0,0.0,1.0,0.0,0.47272727,0.5,13.0,1
54.0,14.0,7.0,75.0,25.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4642857,0.5,14.0,1
59.0,14.0,7.0,80.0,26.0,0.0,1.0,0.0,0.0,1.0,0.0,0.44262296,0.5,15.0,1
61.0,14.0,7.0,82.0,27.0,0.0,1.0,0.0,0.0,1.0,0.0,0.44444445,0.5,16.0,1
64.0,14.0,7.0,85.0,28.0,0.0,1.0,0.0,0.0,1.0,0.0,0.43939394,0.5,17.0,1
65.0,14.0,7.0,86.0,28.0,0.0,1.0,0.0,0.0,1.0,0.0,0.43283582,0.5,18.0,1
65.0,14.0,7.0,86.0,28.0,9.0,0.0,1.0,0.0,0.0,1.0,0.43283582,0.625,0.0,2
65.0,16.0,7.0,88.0,28.0,10.0,0.0,1.0,0.0,0.0,1.0,0.43283582,0.6111111,1.0,2
65.0,20.0,7.0,92.0,28.0,11.0,0.0,1.0,0.0,0.0,1.0,0.43283582,0.54545456,2.0,2
65.0,25.0,7.0,97.0,28.0,13.0,0.0,1.0,0.0,0.0,1.0,0.43283582,0.5185185,3.0,2
65.0,26.0,7.0,98.0,28.0,13.0,0.0,1.0,0.0,0.0,1.0,0.43283582,0.5,4.0,2
65.0,31.0,7.0,103.0,28.0,14.0,0.0,1.0,0.0,0.0,1.0,0.43283582,0.45454547,5.0,2
65.0,32.0,7.0,104.0,28.0,15.0,0.0,1.0,0.0,0.0,1.0,0.43283582,0.47058824,6.0,2
65.0,34.0,7.0,106.0,28.0,17.0,0.0,1.0,0.0,0.0,1.0,0.43283582,0.5,7.0,2
65.0,37.0,7.0,109.0,28.0,19.0,0.0,1.0,0.0,0.0,1.0,0.43283582,0.51282054,8.0,2
65.0,38.0,7.0,110.0,28.0,20.0,0.0,1.0,0.0,0.0,1.0,0.43283582,0.525,9.0,2
65.0,43.0,7.0,115.0,28.0,22.0,0.0,1.0,0.0,0.0,1.0,0.43283582,0.51111114,10.0,2
65.0,44.0,7.0,116.0,28.0,22.0,0.0,1.0,0.0,0.0,1.0,0.43283582,0.5,11.0,2
65.0,47.0,7.0,119.0,28.0,24.0,0.0,1.0,0.0,0.0,1.0,0.43283582,0.5102041,12.0,2
65.0,52.0,7.0,124.0,28.0,27.0,0.0,1.0,0.0,0.0,1.0,0.43283582,0.5185185,13.0,2
65.0,54.0,7.0,126.0,28.0,29.0,0.0,1.0,0.0,0.0,1.0,0.43283582,0.53571427,14.0,2
65.0,57.0,7.0,129.0,28.0,31.0,0.0,1.0,0.0,0.0,1.0,0.43283582,0.5423729,15.0,2
70.0,57.0,7.0,134.0,29.0,31.0,1.0,0.0,0.0,0.0,1.0,0.41666666,0.5423729,0.0,1
73.0,57.0,7.0,137.0,31.0,31.0,1.0,0.0,0.0,0.0,1.0,0.42666668,0.5423729,1.0,1
78.0,57.0,7.0,142.0,31.0,31.0,1.0,0.0,0.0,0.0,1.0,0.4,0.5423729,2.0,1
78.0,60.0,7.0,145.0,31.0,33.0,0.0,1.0,0.0,0.0,1.0,0.4,0.5483871,0.0,2
78.0,63.0,7.0,148.0,31.0,34.0,0.0,1.0,0.0,0.0,1.0,0.4,0.53846157,1.0,2
78.0,63.0,7.0,148.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0125,0.015384615,2.0,3
12.0,15.0,9.0,36.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.35714287,0.5,0.0,1
15.0,15.0,9.0,39.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4117647,0.5,1.0,1
18.0,15.0,9.0,42.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4,0.5,2.0,1
22.0,15.0,9.0,46.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.375,0.5,3.0,1
23.0,15.0,9.0,47.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.36,0.5,4.0,1
28.0,15.0,9.0,52.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.33333334,0.5,5.0,1
31.0,15.0,9.0,55.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3030303,0.5,6.0,1
36.0,15.0,9.0,60.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2631579,0.5,7.0,1
37.0,15.0,9.0,61.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.25641027,0.5,8.0,1
38.0,15.0,9.0,62.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.275,0.5,9.0,1
41.0,15.0,9.0,65.0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.27906978,0.5,10.0,1
42.0,15.0,9.0,66.0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.27272728,0.5,11.0,1
47.0,15.0,9.0,71.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.26530612,0.5,12.0,1
48.0,15.0,9.0,72.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.26,0.5,13.0,1
53.0,15.0,9.0,77.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.23636363,0.5,14.0,1
58.0,15.0,9.0,82.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.23333333,0.5,15.0,1
61.0,15.0,9.0,85.0,14.0,0.0,1.0,0.0,0.0,1.0,0.0,0.23809524,0.5,16.0,1
65.0,15.0,9.0,89.0,16.0,0.0,1.0,0.0,0.0,1.0,0.0,0.25373134,0.5,17.0,1
65.0,15.0,9.0,89.0,16.0,0.0,0.0,1.0,0.0,0.0,1.0,0.25373134,0.05882353,0.0,2
65.0,20.0,9.0,94.0,16.0,0.0,0.0,1.0,0.0,0.0,1.0,0.25373134,0.045454547,1.0,2
65.0,21.0,9.0,95.0,16.0,0.0,0.0,1.0,0.0,0.0,1.0,0.25373134,0.04347826,2.0,2
65.0,23.0,9.0,97.0,16.0,1.0,0.0,1.0,0.0,0.0,1.0,0.25373134,0.08,3.0,2
65.0,24.0,9.0,98.0,16.0,1.0,0.0,1.0,0.0,0.0,1.0,0.25373134,0.07692308,4.0,2
65.0,29.0,9.0,103.0,16.0,3.0,0.0,1.0,0.0,0.0,1.0,0.25373134,0.12903225,5.0,2
65.0,33.0,9.0,107.0,16.0,3.0,0.0,1.0,0.0,0.0,1.0,0.25373134,0.114285715,6.0,2
65.0,36.0,9.0,110.0,16.0,3.0,0.0,1.0,0.0,0.0,1.0,0.25373134,0.10526316,7.0,2
65.0,40.0,9.0,114.0,16.0,3.0,0.0,1.0,0.0,0.0,1.0,0.25373134,0.0952381,8.0,2
65.0,42.0,9.0,116.0,16.0,4.0,0.0,1.0,0.0,0.0,1.0,0.25373134,0.11363637,9.0,2
65.0,44.0,9.0,118.0,16.0,4.0,0.0,1.0,0.0,0.0,1.0,0.25373134,0.10869565,10.0,2
65.0,46.0,9.0,120.0,16.0,4.0,0.0,1.0,0.0,0.0,1.0,0.25373134,0.104166664,11.0,2
65.0,50.0,9.0,124.0,16.0,5.0,0.0,1.0,0.0,0.0,1.0,0.25373134,0.115384616,12.0,2
65.0,50.0,9.0,124.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.014925373,0.01923077,13.0,4
17.0,5.0,12.0,34.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5714286,0.0,2
17.0,8.0,12.0,37.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.5,0.6,1.0,2
17.0,13.0,12.0,42.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,0.5,0.53333336,2.0,2
17.0,14.0,12.0,43.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,3.0,2
17.0,15.0,12.0,44.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5294118,4.0,2
17.0,17.0,12.0,46.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,0.5,0.47368422,5.0,2
17.0,21.0,12.0,50.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,0.5,0.4347826,6.0,2
17.0,25.0,12.0,54.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,0.5,0.37037036,7.0,2
17.0,30.0,12.0,59.0,0.0,11.0,0.0,1.0,0.0,1.0,0.0,0.5,0.375,8.0,2
17.0,33.0,12.0,62.0,0.0,11.0,0.0,1.0,0.0,1.0,0.0,0.5,0.34285715,9.0,2
17.0,37.0,12.0,66.0,0.0,12.0,0.0,1.0,0.0,1.0,0.0,0.5,0.33333334,10.0,2
17.0,41.0,12.0,70.0,0.0,14.0,0.0,1.0,0.0,1.0,0.0,0.5,0.3488372,11.0,2
17.0,46.0,12.0,75.0,0.0,15.0,0.0,1.0,0.0,1.0,0.0,0.5,0.33333334,12.0,2
17.0,48.0,12.0,77.0,0.0,16.0,0.0,1.0,0.0,1.0,0.0,0.5,0.34,13.0,2
17.0,50.0,12.0,79.0,0.0,17.0,0.0,1.0,0.0,1.0,0.0,0.5,0.34615386,14.0,2
17.0,53.0,12.0,82.0,0.0,17.0,0.0,1.0,0.0,1.0,0.0,0.5,0.3272727,15.0,2
17.0,55.0,12.0,84.0,0.0,18.0,0.0,1.0,0.0,1.0,0.0,0.5,0.33333334,16.0,2
17.0,59.0,12.0,88.0,0.0,20.0,0.0,1.0,0.0,1.0,0.0,0.5,0.3442623,17.0,2
17.0,64.0,12.0,93.0,0.0,23.0,0.0,1.0,0.0,1.0,0.0,0.5,0.36363637,18.0,2
17.0,69.0,12.0,98.0,0.0,27.0,0.0,1.0,0.0,1.0,0.0,0.5,0.3943662,19.0,2
17.0,69.0,12.0,98.0,5.0,27.0,1.0,0.0,0.0,0.0,1.0,0.31578946,0.3943662,0.0,1
22.0,69.0,12.0,103.0,6.0,27.0,1.0,0.0,0.0,0.0,1.0,0.29166666,0.3943662,1.0,1
27.0,69.0,12.0,108.0,6.0,27.0,1.0,0.0,0.0,0.0,1.0,0.2413793,0.3943662,2.0,1
29.0,69.0,12.0,110.0,6.0,27.0,1.0,0.0,0.0,0.0,1.0,0.22580644,0.3943662,3.0,1
32.0,69.0,12.0,113.0,6.0,27.0,1.0,0.0,0.0,0.0,1.0,0.20588236,0.3943662,4.0,1
36.0,69.0,12.0,117.0,9.0,27.0,1.0,0.0,0.0,0.0,1.0,0.2631579,0.3943662,5.0,1
39.0,69.0,12.0,120.0,9.0,27.0,1.0,0.0,0.0,0.0,1.0,0.24390244,0.3943662,6.0,1
41.0,69.0,12.0,122.0,9.0,27.0,1.0,0.0,0.0,0.0,1.0,0.23255815,0.3943662,7.0,1
46.0,69.0,12.0,127.0,9.0,27.0,1.0,0.0,0.0,0.0,1.0,0.20833333,0.3943662,8.0,1
51.0,69.0,12.0,132.0,12.0,27.0,1.0,0.0,0.0,0.0,1.0,0.24528302,0.3943662,9.0,1
55.0,69.0,12.0,136.0,14.0,27.0,1.0,0.0,0.0,0.0,1.0,0.2631579,0.3943662,10.0,1
56.0,69.0,12.0,137.0,14.0,27.0,1.0,0.0,0.0,0.0,1.0,0.25862068,0.3943662,11.0,1
59.0,69.0,12.0,140.0,14.0,27.0,1.0,0.0,0.0,0.0,1.0,0.24590164,0.3943662,12.0,1
61.0,69.0,12.0,142.0,14.0,27.0,1.0,0.0,0.0,0.0,1.0,0.23809524,0.3943662,13.0,1
62.0,69.0,12.0,143.0,15.0,27.0,1.0,0.0,0.0,0.0,1.0,0.25,0.3943662,14.0,1
67.0,69.0,12.0,148.0,15.0,27.0,1.0,0.0,0.0,0.0,1.0,0.23188406,0.3943662,15.0,1
70.0,69.0,12.0,151.0,15.0,27.0,1.0,0.0,0.0,0.0,1.0,0.22222222,0.3943662,16.0,1
71.0,69.0,12.0,152.0,16.0,27.0,1.0,0.0,0.0,0.0,1.0,0.23287672,0.3943662,17.0,1
71.0,69.0,12.0,152.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.01369863,0.014084507,18.0,3
16.0,11.0,14.0,41.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.5,0.46153846,0.0,2
16.0,15.0,14.0,45.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5294118,1.0,2
16.0,20.0,14.0,50.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,2.0,2
16.0,23.0,14.0,53.0,0.0,12.0,0.0,1.0,0.0,1.0,0.0,0.5,0.52,3.0,2
16.0,26.0,14.0,56.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,4.0,2
16.0,29.0,14.0,59.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.5,0.4516129,5.0,2
16.0,34.0,14.0,64.0,0.0,17.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,6.0,2
16.0,35.0,14.0,65.0,0.0,18.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5135135,7.0,2
16.0,39.0,14.0,69.0,0.0,20.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5121951,8.0,2
16.0,40.0,14.0,70.0,0.0,21.0,0.0,1.0,0.0,1.0,0.0,0.5,0.52380955,9.0,2
16.0,43.0,14.0,73.0,0.0,22.0,0.0,1.0,0.0,1.0,0.0,0.5,0.51111114,10.0,2
16.0,48.0,14.0,78.0,0.0,23.0,0.0,1.0,0.0,1.0,0.0,0.5,0.48,11.0,2
16.0,48.0,14.0,78.0,8.0,23.0,1.0,0.0,0.0,0.0,1.0,0.5,0.48,0.0,1
18.0,48.0,14.0,80.0,9.0,23.0,1.0,0.0,0.0,0.0,1.0,0.5,0.48,1.0,1
19.0,48.0,14.0,81.0,10.0,23.0,1.0,0.0,0.0,0.0,1.0,0.52380955,0.48,2.0,1
24.0,48.0,14.0,86.0,11.0,23.0,1.0,0.0,0.0,0.0,1.0,0.46153846,0.48,3.0,1
28.0,48.0,14.0,90.0,13.0,23.0,1.0,0.0,0.0,0.0,1.0,0.46666667,0.48,4.0,1
31.0,48.0,14.0,93.0,16.0,23.0,1.0,0.0,0.0,0.0,1.0,0.5151515,0.48,5.0,1
33.0,48.0,14.0,95.0,16.0,23.0,1.0,0.0,0.0,0.0,1.0,0.4857143,0.48,6.0,1
38.0,48.0,14.0,100.0,19.0,23.0,1.0,0.0,0.0,0.0,1.0,0.5,0.48,7.0,1
43.0,48.0,14.0,105.0,23.0,23.0,1.0,0.0,0.0,0.0,1.0,0.53333336,0.48,8.0,1
45.0,48.0,14.0,107.0,25.0,23.0,1.0,0.0,0.0,0.0,1.0,0.5531915,0.48,9.0,1
45.0,53.0,14.0,112.0,25.0,26.0,0.0,1.0,0.0,0.0,1.0,0.5531915,0.4909091,0.0,2
45.0,54.0,14.0,113.0,25.0,27.0,0.0,1.0,0.0,0.0,1.0,0.5531915,0.5,1.0,2
45.0,57.0,14.0,116.0,25.0,29.0,0.0,1.0,0.0,0.0,1.0,0.5531915,0.5084746,2.0,2
50.0,57.0,14.0,121.0,28.0,29.0,1.0,0.0,0.0,0.0,1.0,0.5576923,0.5084746,0.0,1
55.0,57.0,14.0,126.0,33.0,29.0,1.0,0.0,0.0,0.0,1.0,0.5964912,0.5084746,1.0,1
57.0,57.0,14.0,128.0,34.0,29.0,1.0,0.0,0.0,0.0,1.0,0.59322035,0.5084746,2.0,1
57.0,61.0,14.0,132.0,34.0,31.0,0.0,1.0,0.0,0.0,1.0,0.59322035,0.50793654,0.0,2
57.0,61.0,14.0,132.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.016949153,0.015873017,1.0,4
14.0,10.0,15.0,39.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.625,0.5,0.0,1
18.0,10.0,15.0,43.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.55,0.5,1.0,1
23.0,10.0,15.0,48.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.52,0.5,2.0,1
27.0,10.0,15.0,52.0,14.0,0.0,1.0,0.0,0.0,1.0,0.0,0.51724136,0.5,3.0,1
31.0,10.0,15.0,56.0,16.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5151515,0.5,4.0,1
32.0,10.0,15.0,57.0,17.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5294118,0.5,5.0,1
35.0,10.0,15.0,60.0,17.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4864865,0.5,6.0,1
39.0,10.0,15.0,64.0,19.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4878049,0.5,7.0,1
42.0,10.0,15.0,67.0,22.0,0.0,1.0,0.0,0.0,1.0,0.0,0.52272725,0.5,8.0,1
44.0,10.0,15.0,69.0,24.0,0.0,1.0,0.0,0.0,1.0,0.0,0.54347825,0.5,9.0,1
45.0,10.0,15.0,70.0,25.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5531915,0.5,10.0,1
46.0,10.0,15.0,71.0,25.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5416667,0.5,11.0,1
51.0,10.0,15.0,76.0,27.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5283019,0.5,12.0,1
55.0,10.0,15.0,80.0,30.0,0.0,1.0,0.0,0.0,1.0,0.0,0.54385966,0.5,13.0,1
58.0,10.0,15.0,83.0,30.0,0.0,1.0,0.0,0.0,1.0,0.0,0.51666665,0.5,14.0,1
59.0,10.0,15.0,84.0,30.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5081967,0.5,15.0,1
61.0,10.0,15.0,86.0,31.0,0.0,1.0,0.0,0.0,1.0,0.0,0.50793654,0.5,16.0,1
64.0,10.0,15.0,89.0,32.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,17.0,1
65.0,10.0,15.0,90.0,32.0,0.0,1.0,0.0,0.0,1.0,0.0,0.49253732,0.5,18.0,1
66.0,10.0,15.0,91.0,32.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4852941,0.5,19.0,1
66.0,10.0,15.0,91.0,32.0,4.0,0.0,1.0,0.0,0.0,1.0,0.4852941,0.41666666,0.0,2
66.0,12.0,15.0,93.0,32.0,5.0,0.0,1.0,0.0,0.0,1.0,0.4852941,0.42857143,1.0,2
66.0,17.0,15.0,98.0,32.0,7.0,0.0,1.0,0.0,0.0,1.0,0.4852941,0.42105263,2.0,2
66.0,18.0,15.0,99.0,32.0,7.0,0.0,1.0,0.0,0.0,1.0,0.4852941,0.4,3.0,2
66.0,21.0,15.0,102.0,32.0,9.0,0.0,1.0,0.0,0.0,1.0,0.4852941,0.4347826,4.0,2
66.0,25.0,15.0,106.0,32.0,10.0,0.0,1.0,0.0,0.0,1.0,0.4852941,0.4074074,5.0,2
66.0,28.0,15.0,109.0,32.0,10.0,0.0,1.0,0.0,0.0,1.0,0.4852941,0.36666667,6.0,2
66.0,32.0,15.0,113.0,32.0,11.0,0.0,1.0,0.0,0.0,1.0,0.4852941,0.3529412,7.0,2
66.0,37.0,15.0,118.0,32.0,13.0,0.0,1.0,0.0,0.0,1.0,0.4852941,0.35897437,8.0,2
66.0,41.0,15.0,122.0,32.0,13.0,0.0,1.0,0.0,0.0,1.0,0.4852941,0.3255814,9.0,2
66.0,45.0,15.0,126.0,32.0,14.0,0.0,1.0,0.0,0.0,1.0,0.4852941,0.31914893,10.0,2
66.0,49.0,15.0,130.0,32.0,15.0,0.0,1.0,0.0,0.0,1.0,0.4852941,0.3137255,11.0,2
66.0,54.0,15.0,135.0,32.0,17.0,0.0,1.0,0.0,0.0,1.0,0.4852941,0.32142857,12.0,2
66.0,56.0,15.0,137.0,32.0,17.0,0.0,1.0,0.0,0.0,1.0,0.4852941,0.31034482,13.0,2
66.0,59.0,15.0,140.0,32.0,17.0,0.0,1.0,0.0,0.0,1.0,0.4852941,0.29508197,14.0,2
66.0,60.0,15.0,141.0,32.0,17.0,0.0,1.0,0.0,0.0,1.0,0.4852941,0.29032257,15.0,2
66.0,60.0,15.0,141.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.014705882,0.016129032,16.0,4
10.0,16.0,12.0,38.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.25,0.5,0.0,1
13.0,16.0,12.0,41.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2,0.5,1.0,1
17.0,16.0,12.0,45.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2631579,0.5,2.0,1
20.0,16.0,12.0,48.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.22727273,0.5,3.0,1
21.0,16.0,12.0,49.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2173913,0.5,4.0,1
24.0,16.0,12.0,52.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.23076923,0.5,5.0,1
25.0,16.0,12.0,53.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.22222222,0.5,6.0,1
30.0,16.0,12.0,58.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1875,0.5,7.0,1
31.0,16.0,12.0,59.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.18181819,0.5,8.0,1
36.0,16.0,12.0,64.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.18421052,0.5,9.0,1
41.0,16.0,12.0,69.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.18604651,0.5,10.0,1
44.0,16.0,12.0,72.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.17391305,0.5,11.0,1
45.0,16.0,12.0,73.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.17021276,0.5,12.0,1
50.0,16.0,12.0,78.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.15384616,0.5,13.0,1
55.0,16.0,12.0,83.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1754386,0.5,14.0,1
57.0,16.0,12.0,85.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.18644068,0.5,15.0,1
57.0,16.0,12.0,85.0,10.0,9.0,0.0,1.0,0.0,0.0,1.0,0.18644068,0.5555556,0.0,2
57.0,21.0,12.0,90.0,10.0,9.0,0.0,1.0,0.0,0.0,1.0,0.18644068,0.4347826,1.0,2
57.0,24.0,12.0,93.0,10.0,9.0,0.0,1.0,0.0,0.0,1.0,0.18644068,0.3846154,2.0,2
57.0,25.0,12.0,94.0,10.0,9.0,0.0,1.0,0.0,0.0,1.0,0.18644068,0.37037036,3.0,2
57.0,28.0,12.0,97.0,10.0,10.0,0.0,1.0,0.0,0.0,1.0,0.18644068,0.36666667,4.0,2
57.0,32.0,12.0,101.0,10.0,10.0,0.0,1.0,0.0,0.0,1.0,0.18644068,0.32352942,5.0,2
57.0,33.0,12.0,102.0,10.0,10.0,0.0,1.0,0.0,0.0,1.0,0.18644068,0.31428573,6.0,2
57.0,36.0,12.0,105.0,10.0,11.0,0.0,1.0,0.0,0.0,1.0,0.18644068,0.31578946,7.0,2
57.0,38.0,12.0,107.0,10.0,13.0,0.0,1.0,0.0,0.0,1.0,0.18644068,0.35,8.0,2
57.0,39.0,12.0,108.0,10.0,13.0,0.0,1.0,0.0,0.0,1.0,0.18644068,0.34146342,9.0,2
57.0,39.0,12.0,108.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.016949153,0.024390243,10.0,3
10.0,17.0,10.0,37.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.75,0.5,0.0,1
14.0,17.0,10.0,41.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8125,0.5,1.0,1
18.0,17.0,10.0,45.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8,0.5,2.0,1
23.0,17.0,10.0,50.0,19.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8,0.5,3.0,1
25.0,17.0,10.0,52.0,20.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7777778,0.5,4.0,1
30.0,17.0,10.0,57.0,23.0,0.0,1.0,0.0,0.0,1.0,0.0,0.75,0.5,5.0,1
33.0,17.0,10.0,60.0,25.0,0.0,1.0,0.0,0.0,1.0,0.0,0.74285716,0.5,6.0,1
37.0,17.0,10.0,64.0,27.0,0.0,1.0,0.0,0.0,1.0,0.0,0.71794873,0.5,7.0,1
42.0,17.0,10.0,69.0,29.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6818182,0.5,8.0,1
45.0,17.0,10.0,72.0,31.0,0.0,1.0,0.0,0.0,1.0,0.0,0.68085104,0.5,9.0,1
47.0,17.0,10.0,74.0,33.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6938776,0.5,10.0,1
50.0,17.0,10.0,77.0,34.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6730769,0.5,11.0,1
54.0,17.0,10.0,81.0,36.0,0.0,1.0,0.0,0.0,1.0,0.0,0.66071427,0.5,12.0,1
54.0,17.0,10.0,81.0,36.0,4.0,0.0,1.0,0.0,0.0,1.0,0.66071427,0.2631579,0.0,2
54.0,19.0,10.0,83.0,36.0,5.0,0.0,1.0,0.0,0.0,1.0,0.66071427,0.2857143,1.0,2
54.0,20.0,10.0,84.0,36.0,6.0,0.0,1.0,0.0,0.0,1.0,0.66071427,0.3181818,2.0,2
54.0,22.0,10.0,86.0,36.0,8.0,0.0,1.0,0.0,0.0,1.0,0.66071427,0.375,3.0,2
54.0,27.0,10.0,91.0,36.0,11.0,0.0,1.0,0.0,0.0,1.0,0.66071427,0.41379312,4.0,2
54.0,31.0,10.0,95.0,36.0,14.0,0.0,1.0,0.0,0.0,1.0,0.66071427,0.45454547,5.0,2
54.0,34.0,10.0,98.0,36.0,16.0,0.0,1.0,0.0,0.0,1.0,0.66071427,0.4722222,6.0,2
